"ID","year","county","month","precip","avgT","minT","frozen"
33029012003,2003,"Columbiana","Jan",2.01,20.6,14.3,1
33029012003,2003,"Columbiana","Feb",2.54,24.6,16.7,1
33029012003,2003,"Columbiana","Mar",2.21,39.5,27.7,1
33029012003,2003,"Columbiana","Apr",2.19,50.9,38.5,0
33029012003,2003,"Columbiana","May",7.16,57.9,48,0
33029012003,2003,"Columbiana","Jun",3.35,64.3,54.1,0
33029012003,2003,"Columbiana","Jul",9.89,69.8,59.3,0
33029012003,2003,"Columbiana","Aug",5.17,71.1,60.7,0
33029012003,2003,"Columbiana","Sep",6.87,61.5,51.6,0
33029012003,2003,"Columbiana","Oct",3.4,49.4,38.3,0
33029012003,2003,"Columbiana","Nov",3.16,45.5,36.7,0
33029012003,2003,"Columbiana","Dec",2.49,31.9,25.1,1
33029012004,2004,"Columbiana","Jan",3.71,21.3,13.9,1
33029012004,2004,"Columbiana","Feb",2.01,30.4,21.9,1
33029012004,2004,"Columbiana","Mar",3.07,41.6,32.5,0
33029012004,2004,"Columbiana","Apr",4.63,48.2,37.7,0
33029012004,2004,"Columbiana","May",6.36,63.5,51.4,0
33029012004,2004,"Columbiana","Jun",5.96,66.4,56.1,0
33029012004,2004,"Columbiana","Jul",4.71,69.8,60.3,0
33029012004,2004,"Columbiana","Aug",5.9,67.6,57.4,0
33029012004,2004,"Columbiana","Sep",7.58,65,54,0
33029012004,2004,"Columbiana","Oct",2.85,52.6,42.2,0
33029012004,2004,"Columbiana","Nov",2.51,44.3,35.9,0
33029012004,2004,"Columbiana","Dec",3.18,32.1,24.3,1
33029012005,2005,"Columbiana","Jan",6.57,28.5,20.5,1
33029012005,2005,"Columbiana","Feb",1.73,31.7,23.2,1
33029012005,2005,"Columbiana","Mar",1.74,34.6,26,1
33029012005,2005,"Columbiana","Apr",4.93,50.8,38.5,0
33029012005,2005,"Columbiana","May",3.03,54.9,42.9,0
33029012005,2005,"Columbiana","Jun",1.12,70.8,59.2,0
33029012005,2005,"Columbiana","Jul",3.58,74.8,63.6,0
33029012005,2005,"Columbiana","Aug",5.01,72.6,61.9,0
33029012005,2005,"Columbiana","Sep",3.08,66.7,54.4,0
33029012005,2005,"Columbiana","Oct",4.11,53.4,43.9,0
33029012005,2005,"Columbiana","Nov",3.08,43.9,33.7,0
33029012005,2005,"Columbiana","Dec",1.02,26.7,20.1,1
33029012006,2006,"Columbiana","Jan",2.88,37.4,29.4,1
33029012006,2006,"Columbiana","Feb",1.29,30.9,22.9,1
33029012006,2006,"Columbiana","Mar",2.38,37.6,28.7,1
33029012006,2006,"Columbiana","Apr",3.24,52.6,39.9,0
33029012006,2006,"Columbiana","May",4.69,57.3,46.2,0
33029012006,2006,"Columbiana","Jun",5.06,65.7,54.2,0
33029012006,2006,"Columbiana","Jul",5.6,72.7,62.7,0
33029012006,2006,"Columbiana","Aug",2.53,72,61.1,0
33029012006,2006,"Columbiana","Sep",4.56,61.1,52.4,0
33029012006,2006,"Columbiana","Oct",6.22,49.4,40.2,0
33029012006,2006,"Columbiana","Nov",1.67,43.7,34.6,0
33029012006,2006,"Columbiana","Dec",1.6,37.6,29,1
33029012007,2007,"Columbiana","Jan",4.15,31.6,24,1
33029012007,2007,"Columbiana","Feb",1.39,19.6,12.1,1
33029012007,2007,"Columbiana","Mar",4.56,40.9,30.2,1
33029012007,2007,"Columbiana","Apr",3.06,46.4,37,0
33029012007,2007,"Columbiana","May",1.87,62.3,48.1,0
33029012007,2007,"Columbiana","Jun",3.54,68.4,55.6,0
33029012007,2007,"Columbiana","Jul",3.42,69.8,57.9,0
33029012007,2007,"Columbiana","Aug",6.68,73.1,62.8,0
33029012007,2007,"Columbiana","Sep",2.42,66,53.7,0
33029012007,2007,"Columbiana","Oct",2.35,59,49,0
33029012007,2007,"Columbiana","Nov",3.76,41.6,33.1,0
33029012007,2007,"Columbiana","Dec",4.33,32.6,25.8,1
33029012008,2008,"Columbiana","Jan",2.33,28.7,20.5,1
33029012008,2008,"Columbiana","Feb",5.41,26.8,18.4,1
33029012008,2008,"Columbiana","Mar",5.76,34.4,26.2,1
33029012008,2008,"Columbiana","Apr",1.76,52,39.4,0
33029012008,2008,"Columbiana","May",3.26,55,43.5,0
33029012008,2008,"Columbiana","Jun",5.98,68.7,57.7,0
33029012008,2008,"Columbiana","Jul",2.98,71.6,60.9,0
33029012008,2008,"Columbiana","Aug",1.93,68.8,57.4,0
33029012008,2008,"Columbiana","Sep",4.22,65.5,53.9,0
33029012008,2008,"Columbiana","Oct",1.94,50.8,39.8,0
33029012008,2008,"Columbiana","Nov",1.8,40,32,0
33029012008,2008,"Columbiana","Dec",4.08,31.2,22.3,1
33029012009,2009,"Columbiana","Jan",2.92,19.2,11,1
33029012009,2009,"Columbiana","Feb",1.24,29.3,19.7,1
33029012009,2009,"Columbiana","Mar",2.6,40.1,28.1,1
33029012009,2009,"Columbiana","Apr",2.63,49.7,38.3,0
33029012009,2009,"Columbiana","May",3.07,59.4,47.5,0
33029012009,2009,"Columbiana","Jun",3.72,66.2,54.9,0
33029012009,2009,"Columbiana","Jul",3.77,67.7,57.2,0
33029012009,2009,"Columbiana","Aug",3.9,70.4,60.1,0
33029012009,2009,"Columbiana","Sep",1.94,63.5,53.6,0
33029012009,2009,"Columbiana","Oct",2.38,49.2,40.4,0
33029012009,2009,"Columbiana","Nov",1.2,45.9,36.7,0
33029012009,2009,"Columbiana","Dec",2.93,29.5,21.8,1
33029012010,2010,"Columbiana","Jan",2.59,25.2,19.1,1
33029012010,2010,"Columbiana","Feb",3.22,24.9,18.3,1
33029012010,2010,"Columbiana","Mar",3.18,41.5,31.2,1
33029012010,2010,"Columbiana","Apr",2,53.5,40.2,0
33029012010,2010,"Columbiana","May",3.7,61.1,49.5,0
33029012010,2010,"Columbiana","Jun",7.52,69.9,59.9,0
33029012010,2010,"Columbiana","Jul",3.35,73.8,62.3,0
33029012010,2010,"Columbiana","Aug",1.98,73.4,62.4,0
33029012010,2010,"Columbiana","Sep",2.62,64.4,52.9,0
33029012010,2010,"Columbiana","Oct",2.94,53.2,42.8,0
33029012010,2010,"Columbiana","Nov",3.1,41.3,31,1
33029012010,2010,"Columbiana","Dec",3.16,24.5,18.8,1
33029012011,2011,"Columbiana","Jan",1.86,22.4,15.2,1
33029012011,2011,"Columbiana","Feb",3.95,29.5,20.8,1
33029012011,2011,"Columbiana","Mar",4.36,36.9,27.1,1
33029012011,2011,"Columbiana","Apr",5.63,50.7,40.6,0
33029012011,2011,"Columbiana","May",6.96,61.1,51,0
33029012011,2011,"Columbiana","Jun",4.39,68.8,57.4,0
33029012011,2011,"Columbiana","Jul",3.29,75.6,63.9,0
33029012011,2011,"Columbiana","Aug",5.26,71.6,60.8,0
33029012011,2011,"Columbiana","Sep",6.05,65,55.7,0
33029012011,2011,"Columbiana","Oct",4.29,52.2,43.2,0
33029012011,2011,"Columbiana","Nov",4.16,46.9,36.8,0
33029012011,2011,"Columbiana","Dec",3.35,36,28.7,1
33029012012,2012,"Columbiana","Jan",3.57,30.6,22.1,1
33029012012,2012,"Columbiana","Feb",1.54,33.8,25.9,1
33029012012,2012,"Columbiana","Mar",3.05,49.8,38,0
33029012012,2012,"Columbiana","Apr",1.55,47.9,36.9,0
33029012012,2012,"Columbiana","May",2.58,65.1,52.1,0
33029012012,2012,"Columbiana","Jun",2.09,68.1,55.3,0
33029012012,2012,"Columbiana","Jul",4.96,75.8,63.8,0
33029012012,2012,"Columbiana","Aug",3.4,71,58.6,0
33029012012,2012,"Columbiana","Sep",4.47,62.8,51,0
33029012012,2012,"Columbiana","Oct",4.7,52.5,42.7,0
33029012012,2012,"Columbiana","Nov",0.81,38.8,29.7,1
33029012012,2012,"Columbiana","Dec",4.59,37.2,29.8,1
33029012013,2013,"Columbiana","Jan",1.66,29.1,20.8,1
33029012013,2013,"Columbiana","Feb",2.14,27.6,20.4,1
33029012013,2013,"Columbiana","Mar",2.14,34.1,27.1,1
33029012013,2013,"Columbiana","Apr",3.56,49.2,36.4,0
33029012013,2013,"Columbiana","May",2.07,60.6,48.2,0
33029012013,2013,"Columbiana","Jun",6.22,67.5,56.6,0
33029012013,2013,"Columbiana","Jul",6.9,71.5,61.9,0
33029012013,2013,"Columbiana","Aug",2.83,68,57.1,0
33029012013,2013,"Columbiana","Sep",2.45,62.1,50.8,0
33029012013,2013,"Columbiana","Oct",2.96,53.8,43.7,0
33029012013,2013,"Columbiana","Nov",3.23,37.8,29.4,1
33029012013,2013,"Columbiana","Dec",3.7,31.6,24.3,1
33029012014,2014,"Columbiana","Jan",1.96,19.5,10.4,1
33029012014,2014,"Columbiana","Feb",1.98,22.8,14,1
33029012014,2014,"Columbiana","Mar",1.91,31.3,20.6,1
33029012014,2014,"Columbiana","Apr",3.97,48.7,35.9,0
33029012014,2014,"Columbiana","May",5.98,59.9,48.4,0
33029012014,2014,"Columbiana","Jun",4.95,68.3,56.9,0
33029012014,2014,"Columbiana","Jul",4.46,68.2,57.8,0
33029012014,2014,"Columbiana","Aug",5.53,68.6,57.6,0
33029012014,2014,"Columbiana","Sep",1.29,63,51.7,0
33029012014,2014,"Columbiana","Oct",2.76,52.7,43.2,0
33029012014,2014,"Columbiana","Nov",1.91,36.8,28.9,1
33029012014,2014,"Columbiana","Dec",2.58,35.1,29,1
33029012015,2015,"Columbiana","Jan",2.53,23.6,15.6,1
33029012015,2015,"Columbiana","Feb",1.41,15.6,5.2,1
33029012015,2015,"Columbiana","Mar",3.08,33.6,23.5,1
33029012015,2015,"Columbiana","Apr",4.15,50,38.8,0
33029012015,2015,"Columbiana","May",3.28,63.4,51.1,0
33029012015,2015,"Columbiana","Jun",9.19,67.9,57.8,0
33029012015,2015,"Columbiana","Jul",3.27,70.4,59.2,0
33029012015,2015,"Columbiana","Aug",2.14,69.2,57.3,0
33029012015,2015,"Columbiana","Sep",4.28,67.9,56.4,0
33029012015,2015,"Columbiana","Oct",3.32,52.5,42.1,0
33029012015,2015,"Columbiana","Nov",1.64,47,36.7,0
33029012015,2015,"Columbiana","Dec",3.5,43.2,35,0
33029012016,2016,"Columbiana","Jan",1.28,25.7,17.1,1
33029012016,2016,"Columbiana","Feb",3.27,32.1,23,1
33029012016,2016,"Columbiana","Mar",3.63,44.4,34.2,0
33029012016,2016,"Columbiana","Apr",3.07,48.1,35.6,0
33029012016,2016,"Columbiana","May",3.95,58.4,47.3,0
33029012016,2016,"Columbiana","Jun",3.33,68.9,57,0
33029012016,2016,"Columbiana","Jul",3.44,73.4,61.8,0
33029012016,2016,"Columbiana","Aug",3.97,74.9,63.9,0
33029012016,2016,"Columbiana","Sep",4.37,67.9,56,0
33029012016,2016,"Columbiana","Oct",4.37,55.4,44.9,0
33029012016,2016,"Columbiana","Nov",1.1,43.9,33.2,0
33029012016,2016,"Columbiana","Dec",3.65,30.9,24.9,1
33029012017,2017,"Columbiana","Jan",4.6,33,26.2,1
33029012017,2017,"Columbiana","Feb",2.15,38.2,28.6,1
33029012017,2017,"Columbiana","Mar",3.88,38.7,29.9,1
33029012017,2017,"Columbiana","Apr",4.8,54.3,42.4,0
33029012017,2017,"Columbiana","May",5.5,58,47.3,0
33029012017,2017,"Columbiana","Jun",4.8,67.4,55.9,0
33029012017,2017,"Columbiana","Jul",5.11,72.1,61.7,0
33029012017,2017,"Columbiana","Aug",1.88,68.2,56.9,0
33029012017,2017,"Columbiana","Sep",1.44,64.5,52.5,0
33029012017,2017,"Columbiana","Oct",3.71,56.4,45.6,0
33029012017,2017,"Columbiana","Nov",5.09,40.1,31.2,1
33029012017,2017,"Columbiana","Dec",1.81,28.6,20.6,1
33029012018,2018,"Columbiana","Jan",3.04,22.5,13.4,1
33029012018,2018,"Columbiana","Feb",6.28,35.1,26.1,1
33029012018,2018,"Columbiana","Mar",3.22,33.8,25.3,1
33029012018,2018,"Columbiana","Apr",5.47,43.7,33.3,0
33029012018,2018,"Columbiana","May",3.82,64.7,52.8,0
33029012018,2018,"Columbiana","Jun",5.81,67.8,57.9,0
33029012018,2018,"Columbiana","Jul",3.1,72.5,61.6,0
33029012018,2018,"Columbiana","Aug",5.53,71.9,62.5,0
33029012018,2018,"Columbiana","Sep",7.71,67.8,58.7,0
33029012018,2018,"Columbiana","Oct",3.53,52,42.9,0
33029012018,2018,"Columbiana","Nov",5.04,36.6,31,1
33029012018,2018,"Columbiana","Dec",3.46,33.8,27.6,1
33029012019,2019,"Columbiana","Jan",3.74,26.8,19,1
33029012019,2019,"Columbiana","Feb",4.16,31.5,22.7,1
33029012019,2019,"Columbiana","Mar",3.28,35.4,25.7,1
33029012019,2019,"Columbiana","Apr",3.85,51,40,0
33029012019,2019,"Columbiana","May",5.49,61,49.8,0
33029012019,2019,"Columbiana","Jun",10.96,66.4,55.8,0
33029012019,2019,"Columbiana","Jul",5.62,73.5,62.8,0
33029012019,2019,"Columbiana","Aug",2.7,70,59.1,0
33029012019,2019,"Columbiana","Sep",2.83,67,54.8,0
33029012019,2019,"Columbiana","Oct",5.02,55.2,43.7,0
33029012019,2019,"Columbiana","Nov",2.71,36.9,28.3,1
33029012019,2019,"Columbiana","Dec",3.59,34.7,26.6,1
33029012020,2020,"Columbiana","Jan",3.27,33.2,26.5,1
33029012020,2020,"Columbiana","Feb",3.36,32,24.1,1
33029012020,2020,"Columbiana","Mar",6.35,43.5,34.4,0
33029012020,2020,"Columbiana","Apr",4.45,45.4,35.1,0
33029012020,2020,"Columbiana","May",3.22,56.4,45.9,0
33029012020,2020,"Columbiana","Jun",2.88,67.4,55.8,0
33029012020,2020,"Columbiana","Jul",3.39,75.1,63.7,0
33029012020,2020,"Columbiana","Aug",4.47,71.4,59.8,0
33029012020,2020,"Columbiana","Sep",3.06,62.8,51.2,0
33029012020,2020,"Columbiana","Oct",3.87,52.7,43.4,0
33029012020,2020,"Columbiana","Nov",2.44,45.6,35.6,0
33029012020,2020,"Columbiana","Dec",3.08,32.7,26.8,1
33029012021,2021,"Columbiana","Jan",1.54,29.6,24.3,1
33029012021,2021,"Columbiana","Feb",1.68,25.8,18.6,1
33029012021,2021,"Columbiana","Mar",3.19,43,30.6,1
33029012021,2021,"Columbiana","Apr",2.98,49.8,38.7,0
33029012021,2021,"Columbiana","May",4.04,56.5,45.2,0
33029012021,2021,"Columbiana","Jun",3.08,69.1,58.4,0
33029012021,2021,"Columbiana","Jul",5.42,70.9,60.8,0
33029012021,2021,"Columbiana","Aug",5.9,72.6,62.4,0
33029012021,2021,"Columbiana","Sep",2.58,64.6,53.9,0
33029012021,2021,"Columbiana","Oct",4.81,58.5,49.5,0
33029012021,2021,"Columbiana","Nov",1.25,39.4,31,1
33029012021,2021,"Columbiana","Dec",3.89,38.4,29.8,1
33031012001,2001,"Coshocton","Jan",1.59,27.9,20.2,1
33031012001,2001,"Coshocton","Feb",1.32,34.6,26.4,1
33031012001,2001,"Coshocton","Mar",2.02,36.4,27.9,1
33031012001,2001,"Coshocton","Apr",4.02,53.9,41.2,0
33031012001,2001,"Coshocton","May",4.45,60.3,48.8,0
33031012001,2001,"Coshocton","Jun",2.42,68.3,56.9,0
33031012001,2001,"Coshocton","Jul",4.22,70.9,59,0
33031012001,2001,"Coshocton","Aug",3.23,72.6,61.9,0
33031012001,2001,"Coshocton","Sep",2.26,62,50.3,0
33031012001,2001,"Coshocton","Oct",4.34,54,42.5,0
33031012001,2001,"Coshocton","Nov",3.31,47.5,35,0
33031012001,2001,"Coshocton","Dec",2.99,37.4,29.2,1
33031012002,2002,"Coshocton","Jan",2.01,34,25.2,1
33031012002,2002,"Coshocton","Feb",1.41,34.8,24.3,1
33031012002,2002,"Coshocton","Mar",3.48,40,29.4,1
33031012002,2002,"Coshocton","Apr",5.52,52.5,41,0
33031012002,2002,"Coshocton","May",5.22,56.4,43.9,0
33031012002,2002,"Coshocton","Jun",4.01,70.8,59.2,0
33031012002,2002,"Coshocton","Jul",2.43,75,63.2,0
33031012002,2002,"Coshocton","Aug",2.69,73.8,61.7,0
33031012002,2002,"Coshocton","Sep",3.34,67.6,54.1,0
33031012002,2002,"Coshocton","Oct",3.01,51.5,42.2,0
33031012002,2002,"Coshocton","Nov",2.8,40.4,33.2,0
33031012002,2002,"Coshocton","Dec",2.35,30.4,23.8,1
33031012003,2003,"Coshocton","Jan",1.63,21.3,13.8,1
33031012003,2003,"Coshocton","Feb",2.6,25.4,17.1,1
33031012003,2003,"Coshocton","Mar",2.35,41.1,29.2,1
33031012003,2003,"Coshocton","Apr",2.52,52.7,40.4,0
33031012003,2003,"Coshocton","May",7.04,59.5,49.1,0
33031012003,2003,"Coshocton","Jun",3.04,65.4,54.5,0
33031012003,2003,"Coshocton","Jul",4.58,71.3,60.4,0
33031012003,2003,"Coshocton","Aug",6.52,72.1,61.7,0
33031012003,2003,"Coshocton","Sep",6.86,62.2,51.5,0
33031012003,2003,"Coshocton","Oct",2.43,50.6,38.9,0
33031012003,2003,"Coshocton","Nov",2.48,46,36.8,0
33031012003,2003,"Coshocton","Dec",2.89,32.3,25.3,1
33031012004,2004,"Coshocton","Jan",4.52,23.1,15.4,1
33031012004,2004,"Coshocton","Feb",2.02,30.8,21.3,1
33031012004,2004,"Coshocton","Mar",3.21,42.2,32.5,0
33031012004,2004,"Coshocton","Apr",3.88,50.8,40.4,0
33031012004,2004,"Coshocton","May",7.96,64.2,52.2,0
33031012004,2004,"Coshocton","Jun",6.35,67.3,56.8,0
33031012004,2004,"Coshocton","Jul",5.93,70.9,61.2,0
33031012004,2004,"Coshocton","Aug",6.71,68.1,57.6,0
33031012004,2004,"Coshocton","Sep",4.96,65.4,54,0
33031012004,2004,"Coshocton","Oct",2.67,53.3,42.4,0
33031012004,2004,"Coshocton","Nov",3.26,44.8,36.1,0
33031012004,2004,"Coshocton","Dec",3.96,32,23.4,1
33031012005,2005,"Coshocton","Jan",7.74,29.6,22.1,1
33031012005,2005,"Coshocton","Feb",1.73,32.4,23.5,1
33031012005,2005,"Coshocton","Mar",2.17,35.9,27,1
33031012005,2005,"Coshocton","Apr",4.46,52.4,40,0
33031012005,2005,"Coshocton","May",3,56.2,43.6,0
33031012005,2005,"Coshocton","Jun",2.11,71.6,59.5,0
33031012005,2005,"Coshocton","Jul",3.67,74.7,63.6,0
33031012005,2005,"Coshocton","Aug",6.55,73.5,62.5,0
33031012005,2005,"Coshocton","Sep",3.24,66.9,54.9,0
33031012005,2005,"Coshocton","Oct",2.96,53.2,43.3,0
33031012005,2005,"Coshocton","Nov",3.45,43.9,33.4,0
33031012005,2005,"Coshocton","Dec",1.39,27.9,21,1
33031012006,2006,"Coshocton","Jan",3.39,39,31.1,1
33031012006,2006,"Coshocton","Feb",1.67,31.6,23.4,1
33031012006,2006,"Coshocton","Mar",2.68,38.7,29.5,1
33031012006,2006,"Coshocton","Apr",2.76,54.2,41.4,0
33031012006,2006,"Coshocton","May",4.34,58.6,47,0
33031012006,2006,"Coshocton","Jun",5.03,66.4,54.8,0
33031012006,2006,"Coshocton","Jul",6.99,73.5,63.3,0
33031012006,2006,"Coshocton","Aug",2.01,72.8,61.8,0
33031012006,2006,"Coshocton","Sep",5.26,61.4,51.7,0
33031012006,2006,"Coshocton","Oct",5.72,50.1,39.9,0
33031012006,2006,"Coshocton","Nov",2.14,44.4,34.6,0
33031012006,2006,"Coshocton","Dec",2.3,38.3,29.1,1
33031012007,2007,"Coshocton","Jan",4.34,33,25.9,1
33031012007,2007,"Coshocton","Feb",1.99,19.7,10.8,1
33031012007,2007,"Coshocton","Mar",5.66,43.6,32.9,0
33031012007,2007,"Coshocton","Apr",2.99,48,38,0
33031012007,2007,"Coshocton","May",1.92,63.1,48.8,0
33031012007,2007,"Coshocton","Jun",3.25,69.5,56.7,0
33031012007,2007,"Coshocton","Jul",4.07,69.7,57.5,0
33031012007,2007,"Coshocton","Aug",5.1,74,63.5,0
33031012007,2007,"Coshocton","Sep",2.1,66.5,52.8,0
33031012007,2007,"Coshocton","Oct",3.77,59,47.6,0
33031012007,2007,"Coshocton","Nov",2.81,41.6,32.1,0
33031012007,2007,"Coshocton","Dec",4.52,33.8,26.6,1
33031012008,2008,"Coshocton","Jan",1.81,29.3,20.3,1
33031012008,2008,"Coshocton","Feb",4.85,28.8,20,1
33031012008,2008,"Coshocton","Mar",7.33,36.9,28.4,1
33031012008,2008,"Coshocton","Apr",2.57,53.4,41,0
33031012008,2008,"Coshocton","May",4.66,56.9,45.1,0
33031012008,2008,"Coshocton","Jun",6.54,70.3,59,0
33031012008,2008,"Coshocton","Jul",3.54,71.7,60.3,0
33031012008,2008,"Coshocton","Aug",1.5,69.4,56.9,0
33031012008,2008,"Coshocton","Sep",2.68,66,53.4,0
33031012008,2008,"Coshocton","Oct",1.77,50.6,38.5,0
33031012008,2008,"Coshocton","Nov",2.27,39.3,29.5,1
33031012008,2008,"Coshocton","Dec",5.11,31.1,22.5,1
33031012009,2009,"Coshocton","Jan",2.64,20.2,11.4,1
33031012009,2009,"Coshocton","Feb",1.88,31.1,21.1,1
33031012009,2009,"Coshocton","Mar",1.99,42.4,30.4,1
33031012009,2009,"Coshocton","Apr",4.2,51,39.2,0
33031012009,2009,"Coshocton","May",2.5,61.1,48.9,0
33031012009,2009,"Coshocton","Jun",3.4,68.2,56.3,0
33031012009,2009,"Coshocton","Jul",3.36,68,57.2,0
33031012009,2009,"Coshocton","Aug",3.09,70.6,59.9,0
33031012009,2009,"Coshocton","Sep",3.63,64.1,53.5,0
33031012009,2009,"Coshocton","Oct",3.74,49.6,39.4,0
33031012009,2009,"Coshocton","Nov",1.02,46.1,36.2,0
33031012009,2009,"Coshocton","Dec",3,30.4,22.7,1
33031012010,2010,"Coshocton","Jan",2.15,25.1,18.7,1
33031012010,2010,"Coshocton","Feb",2.04,26,19.1,1
33031012010,2010,"Coshocton","Mar",2.96,42.4,31.3,1
33031012010,2010,"Coshocton","Apr",2.15,54.9,41.1,0
33031012010,2010,"Coshocton","May",4.21,62.9,51.2,0
33031012010,2010,"Coshocton","Jun",7.54,71.2,60.7,0
33031012010,2010,"Coshocton","Jul",2.78,74.3,63,0
33031012010,2010,"Coshocton","Aug",2.25,73.6,61.8,0
33031012010,2010,"Coshocton","Sep",2.91,64.9,51.8,0
33031012010,2010,"Coshocton","Oct",2.26,53.8,41.5,0
33031012010,2010,"Coshocton","Nov",4.62,41.5,29.6,1
33031012010,2010,"Coshocton","Dec",1.81,24.3,17.9,1
33031012011,2011,"Coshocton","Jan",1.48,23,15,1
33031012011,2011,"Coshocton","Feb",4.49,30.1,21,1
33031012011,2011,"Coshocton","Mar",4.36,39.4,29.8,1
33031012011,2011,"Coshocton","Apr",6.45,52.4,41.3,0
33031012011,2011,"Coshocton","May",4.57,62,51.6,0
33031012011,2011,"Coshocton","Jun",4.96,69.4,58.5,0
33031012011,2011,"Coshocton","Jul",4.09,76.3,64.8,0
33031012011,2011,"Coshocton","Aug",4.93,71.1,59.8,0
33031012011,2011,"Coshocton","Sep",4.26,63.9,53.8,0
33031012011,2011,"Coshocton","Oct",4.9,52,41.6,0
33031012011,2011,"Coshocton","Nov",5.09,46.3,35.8,0
33031012011,2011,"Coshocton","Dec",4.67,37.1,29.3,1
33031012012,2012,"Coshocton","Jan",3.26,31.9,23.4,1
33031012012,2012,"Coshocton","Feb",1.73,34.9,26.4,1
33031012012,2012,"Coshocton","Mar",2.66,51.5,39.4,0
33031012012,2012,"Coshocton","Apr",1.57,49.7,37.9,0
33031012012,2012,"Coshocton","May",3.04,66.2,53.3,0
33031012012,2012,"Coshocton","Jun",3.17,69.5,56.4,0
33031012012,2012,"Coshocton","Jul",2.64,76.8,65,0
33031012012,2012,"Coshocton","Aug",2.2,71,58.1,0
33031012012,2012,"Coshocton","Sep",5.02,62.7,50.8,0
33031012012,2012,"Coshocton","Oct",4.31,52.7,42.6,0
33031012012,2012,"Coshocton","Nov",0.76,39,28.2,1
33031012012,2012,"Coshocton","Dec",5.02,37.4,29.9,1
33031012013,2013,"Coshocton","Jan",1.83,30.7,22.3,1
33031012013,2013,"Coshocton","Feb",2.02,29,21.4,1
33031012013,2013,"Coshocton","Mar",2.08,35.8,28,1
33031012013,2013,"Coshocton","Apr",3.84,51.1,39.1,0
33031012013,2013,"Coshocton","May",1.95,62.3,50.3,0
33031012013,2013,"Coshocton","Jun",7.66,68.9,58.1,0
33031012013,2013,"Coshocton","Jul",6.58,72.3,62.9,0
33031012013,2013,"Coshocton","Aug",2.55,69.6,58.8,0
33031012013,2013,"Coshocton","Sep",1.52,63.4,51.6,0
33031012013,2013,"Coshocton","Oct",3.25,54.5,43.7,0
33031012013,2013,"Coshocton","Nov",2.98,38.6,29.6,1
33031012013,2013,"Coshocton","Dec",3.75,32.4,24.7,1
33031012014,2014,"Coshocton","Jan",1.88,20.4,10.7,1
33031012014,2014,"Coshocton","Feb",2.11,24.5,14.8,1
33031012014,2014,"Coshocton","Mar",2.2,33.9,22.7,1
33031012014,2014,"Coshocton","Apr",5.94,51.9,39.4,0
33031012014,2014,"Coshocton","May",5.12,61.6,50.2,0
33031012014,2014,"Coshocton","Jun",7.18,69.9,59.3,0
33031012014,2014,"Coshocton","Jul",3.65,69.3,59.2,0
33031012014,2014,"Coshocton","Aug",7.9,70.1,59.4,0
33031012014,2014,"Coshocton","Sep",0.69,63.8,52.2,0
33031012014,2014,"Coshocton","Oct",2.74,52.9,42.9,0
33031012014,2014,"Coshocton","Nov",1.75,37,28.4,1
33031012014,2014,"Coshocton","Dec",2.74,35.2,28.6,1
33031012015,2015,"Coshocton","Jan",2.35,24.5,16.2,1
33031012015,2015,"Coshocton","Feb",1.62,17.2,6.6,1
33031012015,2015,"Coshocton","Mar",3.78,35.8,25.5,1
33031012015,2015,"Coshocton","Apr",4.49,51.6,40.3,0
33031012015,2015,"Coshocton","May",4.48,64.6,52.6,0
33031012015,2015,"Coshocton","Jun",8.03,69.6,60.1,0
33031012015,2015,"Coshocton","Jul",3.17,71.2,60.6,0
33031012015,2015,"Coshocton","Aug",1.33,69.7,57.7,0
33031012015,2015,"Coshocton","Sep",3.56,68,56.1,0
33031012015,2015,"Coshocton","Oct",2.22,53.4,42.4,0
33031012015,2015,"Coshocton","Nov",1.91,47.8,37,0
33031012015,2015,"Coshocton","Dec",3.95,43.4,34.8,0
33031012016,2016,"Coshocton","Jan",1.13,26.6,17.2,1
33031012016,2016,"Coshocton","Feb",3.3,33.4,24,1
33031012016,2016,"Coshocton","Mar",3.79,46.2,35.7,0
33031012016,2016,"Coshocton","Apr",3.85,49.6,37.3,0
33031012016,2016,"Coshocton","May",3.22,59.3,48.1,0
33031012016,2016,"Coshocton","Jun",2.89,70.9,58.9,0
33031012016,2016,"Coshocton","Jul",2.12,75,63.8,0
33031012016,2016,"Coshocton","Aug",4.71,75.9,65.6,0
33031012016,2016,"Coshocton","Sep",3.59,68.8,56.6,0
33031012016,2016,"Coshocton","Oct",2.93,56.8,45.2,0
33031012016,2016,"Coshocton","Nov",1.14,44.9,33,0
33031012016,2016,"Coshocton","Dec",3.89,30.6,23.8,1
33031012017,2017,"Coshocton","Jan",3.46,34.5,27.4,1
33031012017,2017,"Coshocton","Feb",1.88,39.8,29.9,1
33031012017,2017,"Coshocton","Mar",4.42,40.2,31.2,1
33031012017,2017,"Coshocton","Apr",3.66,55.9,43.7,0
33031012017,2017,"Coshocton","May",5.6,60.1,49.6,0
33031012017,2017,"Coshocton","Jun",5.14,68.8,57.3,0
33031012017,2017,"Coshocton","Jul",7.11,72.4,62.5,0
33031012017,2017,"Coshocton","Aug",1.87,69,58,0
33031012017,2017,"Coshocton","Sep",1.12,64.9,52.6,0
33031012017,2017,"Coshocton","Oct",3.85,56.7,45.3,0
33031012017,2017,"Coshocton","Nov",5.8,41.3,31.9,1
